,Total_Stops,Price,Date,Month,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Min,Duration_H,Duration_M,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Kolkata,Source_Mumbai,Source_New Delhi,Destination_Cochin,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
4316,1,15135,3,3,18,50,11,30,7,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4317,1,7887,18,5,19,15,8,30,10,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4318,1,6818,15,5,12,10,5,5,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4319,0,6482,9,3,7,35,5,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4320,1,7888,21,5,21,0,9,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4321,1,13759,24,3,4,45,8,25,20,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4322,1,10262,27,6,19,0,8,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4323,2,13376,9,6,4,25,14,35,13,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4324,1,10197,15,5,19,0,10,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4325,1,7997,18,5,19,15,11,25,7,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4326,1,5117,3,4,9,25,17,20,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4327,1,12373,9,5,19,0,10,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4328,1,6795,9,6,1,30,12,50,12,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4329,0,7229,27,6,22,0,18,55,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4330,0,2575,24,3,15,25,13,55,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4331,1,7662,24,5,21,5,9,50,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4332,1,8366,18,5,21,50,9,25,12,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4333,1,10844,18,5,20,45,8,25,12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4334,0,3540,6,6,7,40,5,15,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4335,1,16863,3,3,1,35,10,0,15,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4336,0,6121,3,5,23,55,21,5,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4337,1,8434,9,3,11,30,6,25,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4338,1,14151,21,5,23,35,17,0,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4339,2,14441,6,6,12,35,5,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4340,0,3898,1,6,14,30,11,40,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4341,2,9483,9,4,12,35,23,5,13,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4342,0,4282,12,4,7,45,4,55,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4343,0,6478,3,6,20,45,17,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4344,2,16809,6,3,4,25,19,10,33,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4345,2,16704,9,5,12,35,13,25,23,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4346,0,3898,24,6,10,40,7,45,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4347,1,11297,12,3,12,20,5,50,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4348,0,5224,27,5,16,55,14,25,2,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4349,0,4823,6,4,21,50,18,55,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4350,1,14871,3,3,15,30,4,45,10,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4351,1,7480,27,6,9,25,9,45,23,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4352,0,5224,3,5,14,5,11,30,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4353,1,6093,24,4,16,10,7,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4354,0,2754,27,6,20,35,19,5,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4355,0,2227,1,6,21,40,20,5,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4356,1,14781,6,5,18,15,6,30,11,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4357,0,3898,1,5,10,40,7,45,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4358,1,9397,24,5,22,40,7,10,15,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4359,1,8452,12,6,10,45,7,10,27,35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4360,0,4591,3,4,2,20,23,30,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4361,1,5930,1,4,2,15,21,0,5,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4362,2,10991,6,5,20,25,5,50,14,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4363,0,4622,3,3,9,35,6,55,2,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4364,1,14714,6,6,19,0,11,30,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4365,0,4823,18,6,11,20,8,30,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4366,0,2228,18,3,4,25,2,55,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4367,1,10703,6,5,23,35,17,0,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4368,0,5613,3,5,19,35,17,0,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4369,1,13759,24,3,18,10,6,30,11,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4370,0,3943,12,6,15,50,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4371,0,4944,21,3,3,25,0,40,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4372,1,10262,24,6,19,0,14,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4373,1,8479,6,6,18,50,11,35,7,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4374,1,7514,3,6,16,10,7,35,8,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4375,0,6934,6,5,17,10,14,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4376,1,9663,12,5,12,0,18,55,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4377,1,8085,21,3,21,0,10,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4378,0,7266,9,3,9,10,6,0,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4379,1,6493,3,6,22,25,17,5,5,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4380,1,14714,27,6,19,0,10,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4381,1,7485,21,5,1,30,19,0,6,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4382,1,10262,6,6,4,25,13,0,15,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4383,0,4878,21,3,12,35,9,50,2,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4384,1,7198,12,6,1,30,19,0,6,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4385,1,17261,6,3,9,0,16,55,16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4386,1,13044,12,6,8,15,20,0,12,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4387,1,10262,27,6,19,0,17,30,25,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4388,1,8614,15,6,19,15,6,40,12,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4389,1,12032,27,3,19,45,16,0,27,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4390,1,12284,18,3,13,15,7,0,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4391,0,3419,27,5,10,40,7,45,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4392,1,6528,21,3,22,20,16,10,6,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4393,0,5403,24,3,9,40,7,0,2,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4394,1,9732,27,5,19,0,11,30,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4395,1,5761,15,4,12,10,6,50,5,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4396,2,12009,6,6,5,25,7,0,22,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4397,1,8586,18,5,8,15,5,45,26,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4398,0,6144,24,5,20,45,17,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4399,0,3257,24,5,8,35,5,55,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4400,1,9021,9,5,1,30,17,45,7,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4401,1,10262,3,6,12,35,11,30,25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4402,2,13757,6,3,14,50,5,30,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4403,0,5895,15,3,17,35,14,30,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4404,1,9663,21,5,4,40,18,55,9,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4405,1,6587,9,5,6,50,5,15,25,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4406,0,3311,6,5,8,35,5,55,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4407,1,6297,18,5,11,20,6,5,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4408,1,10844,12,5,19,50,18,55,24,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4409,0,4049,27,5,10,40,9,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4410,0,6961,3,6,16,10,13,20,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4411,0,3384,27,3,10,35,8,20,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4412,2,13029,9,5,12,35,9,40,26,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4413,0,3859,6,5,10,35,8,20,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4414,2,11732,12,6,19,15,18,45,24,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4415,1,12524,6,6,19,0,8,45,10,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4416,1,12284,18,3,12,25,7,0,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4417,1,10262,15,6,12,35,2,15,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4418,2,13344,24,6,12,35,5,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4419,0,7229,18,4,20,45,17,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4420,2,14960,12,6,8,55,9,50,23,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4421,2,13381,12,6,7,40,6,50,24,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4422,1,15147,6,3,1,35,12,50,12,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4423,1,8586,6,5,4,40,6,30,22,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4424,1,7054,6,5,22,30,14,20,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4425,0,4082,18,3,1,20,22,50,2,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4426,2,13029,21,5,19,0,9,40,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4427,1,7064,1,4,22,35,16,30,6,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4428,1,4943,21,3,8,50,8,15,24,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4429,0,7229,3,5,10,10,7,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4430,1,8450,12,5,21,5,9,50,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4431,2,15318,9,5,4,25,20,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4432,0,4804,3,5,0,5,21,25,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4433,1,10844,6,6,16,20,20,0,20,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4434,0,3175,1,4,18,25,16,55,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4435,2,12646,27,6,19,15,12,55,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4436,1,7893,1,4,12,0,20,30,15,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4437,0,7171,24,5,19,45,17,0,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4438,1,13727,15,5,21,0,14,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4439,0,5201,27,6,21,10,18,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4440,1,9001,15,5,19,15,11,40,7,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4441,0,3943,15,5,15,50,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4442,1,10546,9,5,21,0,7,5,13,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4443,1,15554,18,5,19,0,19,15,23,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4444,0,5228,15,4,8,55,6,10,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4445,1,9404,24,6,19,15,9,0,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4446,1,8601,21,3,19,15,9,10,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4447,1,8888,9,5,22,30,9,45,12,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4448,0,5088,24,3,18,35,16,0,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4449,0,3943,9,5,13,0,10,10,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4450,1,12373,9,5,12,35,21,50,14,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4451,1,8323,9,4,13,20,6,0,7,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4452,2,15339,27,6,12,35,13,25,23,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4453,0,11982,6,5,20,5,17,45,2,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4454,1,8844,12,5,21,25,15,55,5,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4455,1,10262,1,6,12,35,22,50,13,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4456,0,3597,6,6,15,35,13,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4457,0,5678,24,3,11,50,10,20,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4458,0,5277,21,5,0,25,22,5,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4459,0,4823,27,6,10,5,7,10,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4460,2,8049,3,3,21,20,8,35,12,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4461,0,3543,15,5,20,5,17,45,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4462,1,10262,6,6,19,0,18,15,24,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4463,3,10703,1,6,19,15,5,15,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4464,1,6496,12,6,10,5,5,10,4,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4465,1,10844,21,5,18,15,6,30,11,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4466,1,12032,27,3,18,50,7,5,11,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4467,0,6741,18,4,9,10,6,0,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4468,0,3943,9,5,6,50,4,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4469,0,3841,24,5,9,30,6,55,2,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4470,1,15288,3,3,1,35,19,0,6,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4471,0,2050,18,3,22,25,21,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4472,0,4842,24,3,9,20,7,5,2,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4473,2,6643,21,3,18,50,19,10,23,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4474,1,9581,3,3,10,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4475,0,4804,15,5,0,5,21,25,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4476,1,7832,21,3,7,40,8,0,23,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4477,1,11667,12,6,19,15,7,5,12,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4478,1,6442,27,6,16,10,8,35,7,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4479,2,15129,24,5,4,25,23,5,29,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4480,0,4544,3,4,14,5,11,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4481,1,9663,15,5,9,20,20,0,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4482,1,14714,3,6,4,25,16,0,12,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4483,0,3100,27,5,7,40,6,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4484,1,9663,6,5,20,45,16,30,28,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4485,1,5761,21,3,12,0,6,40,5,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4486,0,3100,9,5,22,25,21,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4487,1,13626,12,6,23,35,16,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4488,0,5678,24,3,21,5,19,35,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4489,1,8529,12,6,18,15,18,55,23,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4490,0,5201,9,5,8,0,5,10,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4491,1,14151,21,5,21,5,9,35,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4492,0,4483,3,5,13,55,11,10,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4493,0,4174,6,4,0,50,22,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4494,2,15544,18,5,12,35,5,30,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4495,0,5601,27,5,0,20,21,5,3,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4496,0,3419,3,4,4,15,1,30,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4497,1,6451,27,4,22,25,7,55,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4498,2,12592,12,5,13,45,9,25,28,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4499,0,6961,24,6,23,55,21,5,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4500,0,4174,12,6,19,40,17,10,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4501,1,8824,24,3,16,20,6,30,9,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4502,1,7947,15,5,22,5,15,45,6,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4503,1,13587,27,6,21,0,14,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4504,0,3841,15,6,9,30,6,55,2,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4505,0,4804,21,6,0,5,21,25,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4506,1,8586,9,5,4,40,20,0,8,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4507,0,4778,1,3,23,5,20,25,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4508,2,18275,1,6,1,30,15,5,10,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4509,0,3540,1,6,7,40,5,15,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4510,1,6442,27,6,22,30,8,35,13,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4511,0,4145,27,6,23,20,20,45,2,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4512,0,5644,9,6,16,55,14,25,2,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4513,0,5224,3,5,16,55,14,25,2,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4514,1,5963,21,3,18,50,17,30,25,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4515,1,11264,27,5,19,0,6,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4516,1,10188,27,3,19,20,14,10,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4517,1,10844,18,5,9,20,20,0,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4518,1,7166,15,3,18,35,13,40,4,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4519,1,13817,12,3,9,30,22,55,10,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4520,1,12373,9,5,12,35,18,15,18,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4521,1,25735,1,3,9,0,16,55,16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4522,1,14815,18,3,19,10,11,40,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4523,1,10262,12,6,12,35,11,30,25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4524,1,10262,15,6,19,0,8,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4525,1,7468,9,6,8,15,17,40,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4526,0,8040,9,5,8,30,7,5,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4527,2,12819,24,6,19,0,23,5,19,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4528,0,7295,6,3,17,5,14,40,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4529,0,7229,27,5,18,10,15,15,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4530,1,6853,15,6,22,25,16,45,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4531,1,9663,24,5,9,20,21,10,12,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4532,1,7064,1,4,18,15,6,30,11,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4533,1,8372,6,6,19,15,9,0,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4534,0,1965,3,6,14,45,13,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4535,1,16932,24,3,18,45,7,10,11,35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4536,0,3841,18,6,0,40,22,20,2,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
